1,"https://twitter.com/aaron_leib/status/1625886226069823491?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1625886226069823491%7Ctwgr%5Ef2cb24d2b9b00dd7377989c2869ee6c88bcda08b%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fannotationportal.com%2Fform%2Fannotation%2F265%2F224","At last night's Surfside commission meeting, Danzinger gave a 6-minute presentation about his trip to Dubai and Israel. He shared photos of him and a friend on a camel and said his meeting with Hussain Sajwani was 2 hours, but didn't give details or explain the lack of records."

2,"https://twitter.com/abierkhatib/status/1632588309548367874?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1632588309548367874%7Ctwgr%5Ea8e978ea6c42a97f8d9e99cb8925552e530d4234%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fannotationportal.com%2Fform%2Fannotation%2F265%2F331","Every time I listen to Israeli historian Ilan Pappé, I learn something new about the ethnic cleansing of Palestinians and it makes my blood boils. The level of evil is truly unbelievable"

3,"https://twitter.com/TheCradleMedia/status/1644262455499976704?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1644262455499976704%7Ctwgr%5E89d0db1b56298e128dbbd503ea34ea7cf28619e4%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fannotationportal.com%2Fform%2Fannotation%2F265%2F104","Israel bombs Lebanon and Gaza in response to daring resistance attack"

4,"https://twitter.com/intifada/status/1620423627874406405?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1620423627874406405%7Ctwgr%5E54381356054fcf6bfc9f42ca2869c8f105ec4805%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fannotationportal.com%2Fform%2Fannotation%2F265%2F344","Five applications in six months were held up “under review” until a permit was finally secured – two days before Mahmoud al-Kurd died. https://bit.ly/3Ju1oIK"

5,"https://twitter.com/TameeOliveFern/status/1770713405646885030","The Washington Post has written a riddle to avoid saying Israel killed a Palestinian boy 🤦‍♂️"

6,"https://twitter.com/SneKhumaloSA/status/1770686208210796682","Metro FM is a national radio station in that is owned by the SABC. SABC is funded, in part, by public funding, grants from the state etc.. SA has filed a case against Israel, for committing genocide and war crimes. Inviting an apartheid zionist is tantamount to TREASON."

7, "https://twitter.com/HilzFuld/status/1770763526195274105","Israel is starving Gazans!! Yea, no. Wanna take a wild guess how much food and supplies Israel has sent into Gaza, an enemy state I might add, since the beginning of the war? Go ahead, guess. I’ll wait. Have a number? 218,000 TONS of food. TONS!" 

8,"https://twitter.com/JIJ_Israel/status/1770734032248025159","Yuval Raphael took the floor at the UN Human Rights Council on behalf of the Jerusalem Institute of Justice. She survived the Nova Festival Massacre by hiding in a bomb shelter. Hear her unimaginable story:"

9,"https://twitter.com/christ_gnosis/status/1770760618804433350","Any rw figure who refuses to:🔻 Denounce Israel🔻 Acknowledge jewish control of our institutions and governments🔻 Admit the jews seek White genocide Is not to be trusted and should be shunned and ridiculed We can’t let these people speak for us anymore or we’re boomers 2.0"

10,"https://twitter.com/Israel2252/status/1770771136806080548","Talk about a double standard. Remember when Israeli undercover police disguised as Palestinian civilians raided a hospital and deleted three terrorists who had blood on their hands, The Woke White World Was Outraged? Well, last night, Palestinian terrorists disguised as terrorists kidnapped a man from a hospital dragged him to the center of town and murdered him, his crime, they accused him of collaborating with Israel. No warrant No arrest No booking No prosecution No trial No jury No Judge No verdict And the world is silent AF"

